llm_name,sentence,n_items,spearman_rho
Qwen2-7B,Margie has the time management skills that many students,19,0.5692259473006657
Qwen2-7B,Nina had no confidence and always expected to,6,0.8451542547285165
Qwen2-7B,There were so many colors it was hard to,20,0.6962543921737833
Qwen2-7B,"Every morning, before work, the man had to",31,0.1562852902725851
Qwen2-7B,The baby's ice cream was snatched up by the,25,0.4278331207577373
Qwen2-7B,Domingo forgot to retrieve his items from the,35,0.27341787304992415
Qwen2-7B,The other men greeted him and got him a,26,0.4511193384400542
Qwen2-7B,"Fran loved her grandmother's cobblers, and her favorite was",11,0.5369908768068932
Qwen2-7B,"Every Saturday morning, Abby goes on a light",8,0.7856457858243783
Qwen2-7B,Annie's goal was just too difficult to,18,0.7848126724741692
Qwen2-7B,To break into the building he waited till,12,0.5205991950940885
Qwen2-7B,The young man looked quite old because of his,33,0.4267019418012834
Qwen2-7B,All of the wet paper had rolled into a,12,0.3438602023553412
Qwen2-7B,"Molly wasn't wearing glasses, so she couldn't see the",37,0.5333635468875562
Qwen2-7B,After Jonah got upset the evening went,23,0.31411902715856554
Qwen2-7B,They had hope for several fish but there were,14,0.5533391009741849
Qwen2-7B,The big friendly dog wetted her face with his,13,0.24766732399430816
Qwen2-7B,The award-winning pizza had a delicious and soft,5,0.6668859288553503
Qwen2-7B,At work Karen listens to music to stay,16,0.0361588739057986
Qwen2-7B,The room was so crowded Thomas couldn't,14,0.6742762668566011
Qwen2-7B,After church the elderly women love to,19,0.6184179310862723
Qwen2-7B,The living room was spacious but lacked a,30,0.4063006543813261
Qwen2-7B,The husband set multiple traps to catch the pesky,18,0.5550992049499286
Qwen2-7B,"Over the summer, Tyler wanted something to",18,0.3161036669450954
Qwen2-7B,Mandy left Jake alone after she was issued the,18,0.629128342663228
Qwen2-7B,The baseball hit the batter's chest and broke his,10,0.648649304898973
Qwen2-7B,Christine knew she would be coming home to a,18,0.3259806325027887
Qwen2-7B,"The children enjoyed the hotel's pool, which wasn't very",15,0.4152296470398844
Qwen2-7B,"While in space, the astronaut was impressed by the",21,0.4905274084098359
Qwen2-7B,Mealtime was difficult after the baby began to,15,0.41005971717655604
Qwen2-7B,The farmers were drunk off the sweet homemade,16,0.5463275853158731
Qwen2-7B,Claire moved into her apartment soon after signing the,3,1.0
Qwen2-7B,Some clothing types don't last long because they easily,18,0.5793627346895351
Qwen2-7B,"When examining the child's hair, the nurse found a",18,0.38770580273408883
Qwen2-7B,Zeke was far too tired to go to the,25,0.5419610376714893
Qwen2-7B,Alexander just knew that he would win the big,18,0.8138692631928628
Qwen2-7B,"If Clara doesn't like those shoes, maybe she'll like",20,0.5145287281661084
Qwen2-7B,Leah claimed that the fanatic was not mentally,20,0.5252393694223181
Qwen2-7B,Even the hosts admitted their party had gotten too,19,0.486471486889025
Qwen2-7B,The thunderclap shook the tree with a loud,14,0.6473477699035821
Qwen2-7B,Napa Valley in California is known for making,6,0.6546536707079772
Qwen2-7B,On weekends he often drank more than he,11,0.500567859353936
Qwen2-7B,The teacher told the talking students to,18,0.6836296606384022
Qwen2-7B,At dinner the rolls were her favorite thing to,6,0.030358837035945815
Qwen2-7B,"As a toddler, when Marcus threw tantrums he would",15,0.18744722603823194
Qwen2-7B,The house was condemned after the police did a,9,0.6554675286842364
Qwen2-7B,The young man was usually groggy when he,9,0.3369302785126566
Qwen2-7B,When the trip ended they were all sad to,6,0.14712247158412492
Qwen2-7B,The student did not think the answer was,15,0.7527416595707115
Qwen2-7B,With everyone watching Mike had to try not to,24,0.3192202182031686
Qwen2-7B,"At the flea market, Grant sold popcorn at a",14,-0.06093031849993657
Qwen2-7B,The yarn was woven into textiles using the,14,0.36115282040306845
Qwen2-7B,Arnold ruled a small state as a noble,33,0.6914350345854064
Qwen2-7B,The thirsty hikers drank water from the,14,0.34995514401955247
Qwen2-7B,Daniel backed his car into the base of the basketball,16,0.7324702076139457
Qwen2-7B,The dog napped on the carpet because it was,16,0.3165146528980848
Qwen2-7B,The teenager was shocked by the expensive room service,19,0.3000990421178897
Qwen2-7B,Mimi hadn't yelled yet but she was on the,12,0.3739787960033829
Qwen2-7B,To provide for his family the young man would,14,0.100039956872575
Qwen2-7B,"When spring arrived, Tom uncovered the chairs on the",8,0.7990704058551497
Qwen2-7B,The brain surgery entailed removing an entire,20,0.4363915248437239
Qwen2-7B,Miranda usually wore her hair up in a,5,0.8207826816681234
Qwen2-7B,The young girl begged her mother to adopt a,10,0.7395739969534467
Qwen2-7B,The farmers won a blue ribbon for their fat,10,0.7914739265642149
Qwen2-7B,The sunny weather tempted Sarah to go to the,6,0.3714285714285715
Qwen2-7B,The school sent Caitlyn home with a case of,27,0.4596574173522691
Qwen2-7B,The athlete believed finishing second wasn't a great,23,0.6079451311376272
Qwen2-7B,Jim felt guilty after he committed a,8,0.2946171696841418
Qwen2-7B,The chess expert won the game by moving his,8,0.29277002188455997
Qwen2-7B,Griffin remembered to bring the cake but forgot the,21,0.6143019450710651
Qwen2-7B,"The wedding dress was too small, and refused to",17,0.47335124247544724
Qwen2-7B,The boxer fell to the ground after one,4,0.19999999999999998
Qwen2-7B,The contractor came to the house to repair the,26,0.3989380318244081
Qwen2-7B,To blow off steam Adam usually goes to the,10,0.5803704306990811
Qwen2-7B,The brilliant yet clumsy scientist broke a glass test,9,0.4158619680502032
Qwen2-7B,Calvin was intrigued to learn bricks were made from,14,0.6775206668380084
Qwen2-7B,The boy's father called the white sea bird a,22,0.30305342679964253
Qwen2-7B,The driver turned the car on and started heading,11,0.7150969419341943
Qwen2-7B,The Olympic athlete got a medal after placing,3,0.5
Qwen2-7B,"While biking, Julia's shoelace got caught in the",9,0.7628214415734117
Qwen2-7B,The sugar content in Ivy's cake was too,9,0.8703882797784892
Qwen2-7B,The lake was closed because the water was,29,0.4822835260798205
Qwen2-7B,"While cooking, Luke accidentally cut himself with a",3,0.8660254037844387
Qwen2-7B,"The pancake batter had flour, eggs, butter, and",10,0.6398789732083647
Qwen2-7B,The teen said her party had to have a,21,0.17339784863513832
Qwen2-7B,After his episode everyone thought the man was,18,0.6351160536407624
Qwen2-7B,It takes a lot of time and money to straighten one's,19,0.6081528446353383
Qwen2-7B,"The counties in Britain all share the same suffix,",40,0.32670610120332494
Qwen2-7B,The brave fireman was rewarded for his heroic,16,0.6508012208159859
Qwen2-7B,Elena was caught off guard by the big,28,0.43675361068504076
Qwen2-7B,"After straining his head, Arthur felt pain at his",8,-0.050062617432175896
Qwen2-7B,It frightened the girl scouts when they heard the wolf,5,0.9486832980505137
Qwen2-7B,The boy thought he could swim faster with a,41,0.13234795455020962
Qwen2-7B,The winner was so excited that he did a,11,0.4955219047044823
Qwen2-7B,The child looked outside and watched the flying,21,0.4707833870309947
Qwen2-7B,Unfortunately the mission turned out to be a,17,0.6086508649570217
Qwen2-7B,"In the summer, the mare was supposed to",21,0.10842382206341784
Qwen2-7B,Marcus was angry when he was awoken by the,38,0.5775204592002404
Qwen2-7B,John accomplished the difficult task with sheer,34,0.37576457076740055
Qwen2-7B,The woman said she had finally found,19,0.23013203253014358
Qwen2-7B,All the gentlemen wanted to dance with the ball's,22,0.5713491616195326
Qwen2-7B,The baby started to cry because it had to,15,0.34247475971078656
Qwen2-7B,The driver was concerned about the heavy,14,0.7800547871955986
Qwen2-7B,"Constantly fooled by others, Erwin was considered a",33,0.3492555237128016
Qwen2-7B,The cowboy had a dark bruise from a horse's,7,0.900937462695559
Qwen2-7B,Marlena thought Jack's behavior was out of,10,0.5477571348580306
Qwen2-7B,At the street corner there was a beautiful,34,0.4755433799660409
Qwen2-7B,Many tourists visited the zoo to see the newborn,23,0.44741327401168207
Qwen2-7B,Sadly Mark was sentenced to jail for one,8,0.6915688688635948
Qwen2-7B,Paul waited patiently for hours to see the,37,0.6614081985401871
Qwen2-7B,"After three hours of hiking, the campers began to",18,-0.047380223409426866
Qwen2-7B,Sharing is an important concept for kids to,8,0.7637626158259735
Qwen2-7B,The businessman's goal was to be powerful and,15,0.7526805623457352
Qwen2-7B,She arrived at the house riding a beautiful,14,0.6282057953353248
Qwen2-7B,The silly game required using one leg to,11,0.4462504372885583
Qwen2-7B,It was tiring to move into the new,10,0.9159051969453065
Qwen2-7B,Out of the brown egg hatched a tiny yellow,11,0.7265170686210908
Qwen2-7B,"After seeing the bill, Ruth forgot to",12,0.2226324715563845
Qwen2-7B,"Natalie was recognized by her accent, which was quite",33,0.5015936839311744
Qwen2-7B,The screaming children ran from the flying,38,0.06443470160060058
Qwen2-7B,Every year the couple celebrates the day they first,6,0.9276336570439174
Qwen2-7B,"To declutter her closet, Hannah bought a shoe",7,0.8468812149338255
Qwen2-7B,"Joanne's drink contained pineapple juice, orange peel, and",36,0.38956491071381666
Qwen2-7B,The vassal remained a loyal subject to his,23,0.6041100740294651
Qwen2-7B,The man tried very hard not to slip or,4,0.7999999999999999
Qwen2-7B,"A crowd formed at the beach, curious about the",27,0.1697202002673267
Qwen2-7B,Her chore is going to the garden to,21,0.32132697034349245
Qwen2-7B,The accused criminal was served with a,13,0.5444418592565685
Qwen2-7B,Be careful when driving with a lot of,24,0.790074746238846
Qwen2-7B,The farmhand laughed when the goat gave him a,27,0.6479094924695931
Qwen2-7B,"Annabelle was so angry, she began to",16,0.6049903835605808
Qwen2-7B,The kind nun believed that drinking was a,11,0.6772854614785964
Qwen2-7B,"The villagers shunned the eccentric girl, calling her a",34,0.16620786726858255
Qwen2-7B,The room looked better once paintings were on the,6,0.6546536707079772
Qwen2-7B,Helen removed the paint from her face with a,11,0.5609007820966406
Qwen2-7B,Tegan liked driving but thought it was scary to,22,-0.011193104126058872
Qwen2-7B,The assistant shouted in pain after stepping on a,16,0.14363519053896592
Qwen2-7B,Eva is constantly complimented on her trendy,20,0.6182477108787838
Qwen2-7B,The heavy door opened with one final,20,0.045421025776643455
Qwen2-7B,The farmer used the extra corn he had as,26,0.7229375245283018
Qwen2-7B,She liked the mango drink because it had,35,0.45953769750456475
Qwen2-7B,Everyone knows that a cold can be cured with,29,0.3886226615421549
Qwen2-7B,"In the Middle Ages, troubadours sang and played the",25,0.3806884913355739
Qwen2-7B,The jagged iceberg struck the large ship's,11,0.6643193791779622
Qwen2-7B,"After returning to his bedroom, the monk removed his",19,0.485097321520773
Qwen2-7B,The kids claimed eating brussel sprouts would make them,22,0.2767323394957509
Qwen2-7B,Michelle went to the sink and filled up her,11,0.337099931231621
Qwen2-7B,"After buying the shed, Calvin needed a truck to",19,0.5885298155513744
Qwen2-7B,The case landed on the floor with a soft,22,0.5826739203304149
Qwen2-7B,They didn't agree with the concepts the school,31,0.648816987341254
Qwen2-7B,St. Bernards are known for having heaving,36,0.3621158774227285
Qwen2-7B,The brother's job was to deliver all the,23,0.5260360569053759
Qwen2-7B,"After stubbing her toe, the woman let slip a",26,0.20794674075563338
Qwen2-7B,The woman called the pickpocket a dirty,21,0.29192195677481625
Qwen2-7B,The ugly bird had trouble finding a,10,0.5081391846066426
Qwen2-7B,Megan couldn't stop laughing from the funny,15,0.644135489962448
Qwen2-7B,The necklaces were what the thief intended to,6,0.6179143806533246
Qwen2-7B,The girl said she was sad and needed a,16,0.47882250411552396
Qwen2-7B,"After returning home, Sharon hung her jacket on the",12,0.6235978540783521
Qwen2-7B,"In Copenhagen, Renee befriended an extremely cute",20,0.7013421318983906
Qwen2-7B,Mother said he couldn't bring the cup without a,26,0.4049734899299952
Qwen2-7B,The frightened children believed the monster costume was,4,1.0
Qwen2-7B,When she examined the bag she found a secret,24,0.255624183105623
Qwen2-7B,The word confused the girl because its meaning was,27,0.6038326125680286
Qwen2-7B,Callie woke up early because of the bird's loud,12,0.6655094603677788
Qwen2-7B,To visit a different site just open a new,17,0.7249902480230386
Qwen2-7B,Violet was a new driver and she would usually,32,0.22333536208544744
Qwen2-7B,Andre said his car desperately needed a,26,0.035515138908928934
Qwen2-7B,"As a reward, the king granted his subject a",46,0.40213658915450423
Qwen2-7B,The figure skater was spinning like a,12,0.2752725400350703
Qwen2-7B,"Before bedtime, the elderly man had to take a",16,-0.0031571947218213673
Qwen2-7B,His nephew wanted a dog but not a,13,0.5170600255121729
Qwen2-7B,"On the short boat ride, Mariel lost her",28,0.39830935990654864
Qwen2-7B,"While on their camping trip, they saw a bear",24,0.1733484536221465
Qwen2-7B,The farmer discovered that the chickens escaped from the,11,0.4473240595242436
Qwen2-7B,"In her free time, Meredith really liked to",20,0.6112942219807425
Qwen2-7B,"For many people, being late to meetings is a",40,0.10831536324780726
Qwen2-7B,The pen didn't work because it was missing its,11,0.5625429276548994
Qwen2-7B,Natalie had to stay at home because she was just a,35,0.5505697596477321
Qwen2-7B,The ice was too cold to even,20,0.19703771035345558
Qwen2-7B,Alexander cried when his brother called him,29,0.5596282462980029
Qwen2-7B,"Before heading downstirs, Quinn put on her",20,0.6816971083210007
Qwen2-7B,Tim hated going to work because his boss was,25,0.3965200584219913
Qwen2-7B,The football practice was canceled due to extreme,10,0.6691329671589404
Qwen2-7B,The child could identify the figure's color and,12,0.8154500619735492
Qwen2-7B,"At her new school, Sandra finally found her",31,0.25305870526784113
Qwen2-7B,The toddler needed his mother to be,35,0.5393683404374479
Qwen2-7B,The sandwich left under Henry's bed started to,10,0.7691256413612886
Qwen2-7B,The exhausted hunters returned with a fat,26,0.589122157723351
Qwen2-7B,The sales pitch was convincing but Sam still felt,32,0.5915356402797426
Qwen2-7B,The college students were excited about the,36,0.4941554223245722
Qwen2-7B,The store had no camera and was easy to,11,-0.1662994359351363
Qwen2-7B,The town shunned him once he was outed as a,39,0.4893808389856742
